,Symbol,Company Name,Market Cap,% Change,Volume,Revenue
1066,ONVO,"Organovo Holdings, Inc.",5.31M,1.02%,64421,103.00K
1067,AEON,"AEON Biopharma, Inc.",5.21M,-6.93%,3073266,-
1068,FOXO,FOXO Technologies Inc.,5.19M,-2.35%,1285062,1.34M
1069,ABVC,"ABVC BioPharma, Inc.",5.14M,-8.30%,140640,509.79K
1070,ONCO,"Onconetix, Inc.",5.13M,-5.45%,469742,1.87M
1071,SBFM,"Sunshine Biopharma, Inc.",5.00M,-4.58%,47719,32.96M
1072,ADIL,"Adial Pharmaceuticals, Inc.",4.93M,-3.14%,38167,-
1073,ALLR,"Allarity Therapeutics, Inc.",4.83M,4.81%,3082364,-
1074,GTBP,"GT Biopharma, Inc.",4.80M,-1.83%,17007,-
1075,SONN,"Sonnet BioTherapeutics Holdings, Inc.",4.78M,-1.85%,47521,18.63K
1076,PLRZ,Polyrizon Ltd.,4.70M,4.63%,60901,-
1077,TNON,"Tenon Medical, Inc.",4.67M,-3.90%,73054,3.32M
1078,NUWE,"Nuwellis, Inc.",4.66M,1.61%,126201,8.97M
1079,SYRS,"Syros Pharmaceuticals, Inc.",4.64M,-3.99%,813157,386.00K
1080,OCEA,"Ocean Biomedical, Inc.",4.63M,-1.42%,10723942,-
1081,TTOO,"T2 Biosystems, Inc.",4.42M,0.05%,936732,7.68M
1082,SINT,"Sintx Technologies, Inc.",4.35M,0.31%,10670,3.25M
1083,GRI,"GRI Bio, Inc.",4.28M,-3.43%,144073,-
1084,ARTL,"Artelo Biosciences, Inc.",4.23M,-5.07%,34775,-
1085,SNPX,"Synaptogenix, Inc.",4.21M,-3.64%,12518,-
1086,GNPX,"Genprex, Inc.",4.11M,-3.42%,104855,-
1087,SXTP,"60 Degrees Pharmaceuticals, Inc.",4.08M,7.52%,1025590,462.61K
1088,GLMD,Galmed Pharmaceuticals Ltd.,3.96M,-1.87%,6900,-
1089,TOVX,"Theriva Biologics, Inc.",3.95M,-4.05%,44887,-
1090,CPHI,"China Pharma Holdings, Inc.",3.88M,-4.10%,353151,5.54M
1091,NCNA,NuCana plc,3.85M,-3.92%,12897,-
1092,THAR,"Tharimmune, Inc.",3.81M,-4.37%,12072,-
1093,HSCS,HeartSciences Inc.,3.73M,0.32%,9169,14.70K
1094,CERO,"CERo Therapeutics Holdings, Inc.",3.72M,-6.37%,151904,-
1095,LIPO,Lipella Pharmaceuticals Inc.,3.71M,-31.18%,2129583,483.53K
1096,XYLO,Xylo Technologies Ltd,3.59M,1.87%,4031,57.64M
1097,HCTI,"Healthcare Triangle, Inc.",3.57M,-2.93%,136573,16.57M
1098,OGEN,"Oragenics, Inc.",3.55M,-9.26%,3113082,-
1099,SNOA,"Sonoma Pharmaceuticals, Inc.",3.52M,1.14%,17768,13.97M
1100,PALI,"Palisade Bio, Inc.",3.46M,-3.85%,115831,-
1101,CDT,Conduit Pharmaceuticals Inc.,3.42M,52.26%,142911639,-
1102,BPTH,"Bio-Path Holdings, Inc.",3.36M,-0.01%,52890,-
1103,SCNI,Scinai Immunotherapeutics Ltd.,3.25M,-3.54%,15054,452.00K
1104,MTNB,"Matinas BioPharma Holdings, Inc.",3.21M,8.79%,193300,-
1105,NBY,"NovaBay Pharmaceuticals, Inc.",3.18M,-7.14%,39134,13.84M
1106,TTNP,"Titan Pharmaceuticals, Inc.",3.17M,-4.67%,11356,-
1107,ENVB,"Enveric Biosciences, Inc.",3.17M,-1.13%,238610,-
1108,ICCT,iCoreConnect Inc.,3.15M,-1.74%,22975,11.05M
1109,VINC,"Vincerx Pharma, Inc.",3.14M,6.06%,99202,-
1110,PCSA,"Processa Pharmaceuticals, Inc.",3.11M,6.72%,280895,-
1111,AMIX,"Autonomix Medical, Inc.",3.11M,-2.57%,12175,-
1112,VTAK,"Catheter Precision, Inc.",3.10M,-0.77%,56308,399.00K
1113,NAYA,"NAYA Biosciences, Inc.",3.06M,-5.37%,37750,-
1114,XRTX,XORTX Therapeutics Inc.,3.04M,-0.13%,30865,-
1115,NLSP,NLS Pharmaceutics AG,3.00M,-4.15%,156579,-
1116,YCBD,"cbdMD, Inc.",2.94M,-6.33%,301642,19.48M
1117,ZVSA,"ZyVersa Therapeutics, Inc.",2.87M,-0.81%,46107,-
1118,NDRA,ENDRA Life Sciences Inc.,2.82M,-2.59%,10098,-
1119,BBLG,Bone Biologics Corporation,2.78M,-0.86%,103709,-
1120,ATNF,180 Life Sciences Corp.,2.77M,1.45%,44813,-
1121,PRFX,PainReform Ltd.,2.69M,-1.96%,44077,-
1122,SHPH,"Shuttle Pharmaceuticals Holdings, Inc.",2.68M,1.78%,18799,-
1123,SLRX,"Salarius Pharmaceuticals, Inc.",2.67M,-7.46%,40506,-
1124,ENTO,"Entero Therapeutics, Inc.",2.61M,6.44%,219465,-
1125,TCRT,"Alaunos Therapeutics, Inc.",2.60M,-0.91%,8931,7.00K
1126,PTPI,"Petros Pharmaceuticals, Inc.",2.58M,-3.35%,319985,4.02M
1127,VERO,Venus Concept Inc.,2.58M,1.49%,95477,67.20M
1128,EYEN,"Eyenovia, Inc.",2.56M,-9.80%,193663,31.83K
1129,AKAN,Akanda Corp.,2.43M,1.80%,52246,2.51M
1130,KTTA,Pasithea Therapeutics Corp.,2.42M,-10.75%,482415,-
1131,QLGN,"Qualigen Therapeutics, Inc.",2.40M,-4.41%,9920,-
1132,MBRX,"Moleculin Biotech, Inc.",2.40M,-4.95%,283425,-
1133,BDRX,Biodexa Pharmaceuticals Plc,2.36M,-2.40%,7357,104.90K
1134,WORX,SCWorx Corp.,2.36M,-5.19%,28550,3.22M
1135,DRMA,"Dermata Therapeutics, Inc.",2.35M,-5.74%,141531,-
1136,ATXI,"Avenue Therapeutics, Inc.",2.33M,-8.33%,96178,-
1137,INM,InMed Pharmaceuticals Inc.,2.30M,0.66%,21048,4.96M
1138,TIVC,"Tivic Health Systems, Inc.",2.26M,-1.61%,480887,957.00K
1139,ISPC,iSpecimen Inc.,2.04M,1.92%,161198,10.39M
1140,SLXN,Silexion Therapeutics Corp,2.02M,-9.72%,1327317,-
1141,RSLS,ReShape Lifesciences Inc.,2.02M,-8.41%,37949,8.18M
1142,APVO,Aptevo Therapeutics Inc.,2.00M,-6.54%,21893,-
1143,HSDT,"Helius Medical Technologies, Inc.",2.00M,-11.53%,324756,502.00K
1144,CYCC,"Cyclacel Pharmaceuticals, Inc.",1.96M,-5.25%,248243,74.00K
1145,NIVF,NewGenIvf Group Limited,1.87M,-11.15%,90592590,5.68M
1146,PTIX,"Protagenic Therapeutics, Inc.",1.86M,0.85%,195155,-
1147,LGMK,"LogicMark, Inc.",1.85M,-6.76%,129735,10.08M
1148,BJDX,"Bluejay Diagnostics, Inc.",1.85M,-2.55%,8929,-
1149,NAOV,"NanoVibronix, Inc.",1.73M,-7.76%,395391,3.29M
1150,SPRC,SciSparc Ltd.,1.70M,9.50%,662435,1.75M
1151,TCBP,TC Biopharm (Holdings) Plc,1.65M,-12.05%,1061626,-
1152,REVB,"Revelation Biosciences, Inc.",1.62M,-6.32%,59260,-
1153,TNFA,"TNF Pharmaceuticals, Inc.",1.59M,-1.85%,577989,-
1154,VRPX,"Virpax Pharmaceuticals, Inc.",1.36M,2.10%,270457,-
1155,SXTC,"China SXT Pharmaceuticals, Inc.",1.34M,-2.41%,119544,1.93M
1156,AVGR,"Avinger, Inc.",1.25M,-1.59%,241699,7.26M
1157,BACK,"IMAC Holdings, Inc.",1.22M,-2.95%,472434,72.05K
1158,ADTX,"Aditxt, Inc.",1.22M,-5.00%,59662498,212.11K
1159,HEPA,"Hepion Pharmaceuticals, Inc.",1.17M,-0.25%,5927998,-
1160,SCPX,"Scorpius Holdings, Inc.",1.09M,-10.80%,693785,10.04M
1161,WINT,"Windtree Therapeutics, Inc.",1.06M,-7.12%,2784919,-
1162,STSS,"Sharps Technology, Inc.",677.52K,-11.47%,1758879,-
